customer_id,customer_name,age,monthly_income,avg_monthly_balance,transaction_frequency,avg_transaction_amount,account_type,credit_score,has_credit_card,has_personal_loan
CUST_1091,Matthew Mcmillan,69,14466.55,115047.14,14,811.6,Savings,684,True,False
CUST_1092,Brian Rodriguez,56,11320.66,86481.9,13,1548.25,Savings,818,False,True
CUST_1093,Denise Jacobs,61,6250.0,117572.31,15,1059.69,Savings,768,True,False
CUST_1094,Christina Walters,69,10388.45,57397.97,13,1303.95,Savings,747,True,False
CUST_1095,John Whitehead,35,8621.28,50932.35,12,1185.92,Checking,709,True,False
CUST_1096,Anna Henderson,69,11775.9,83889.05,10,1343.11,Checking,689,True,False
CUST_1097,Aaron Wise,48,8348.92,92681.31,7,1223.05,Checking,764,True,False
CUST_1098,Deborah Figueroa,37,9760.97,84346.11,14,815.1,Checking,740,True,False
CUST_1099,Jessica Smith,35,11052.06,43651.16,14,1498.88,Savings,687,True,False
CUST_1100,Stephen Mckee,39,11803.66,83217.6,9,1051.87,Checking,682,False,False
CUST_1101,Sandra Aguilar,60,7499.38,58910.61,15,733.03,Savings,835,False,False
CUST_1102,Cameron Parker,48,9303.12,98393.45,9,1071.57,Premium,626,True,True
CUST_1103,Rebecca Valencia,61,9010.53,92331.96,10,1650.23,Savings,785,False,False
CUST_1104,Christine Wright,43,8638.9,66202.4,18,1455.07,Savings,730,False,False
CUST_1105,Richard Henson,49,13678.03,74722.66,20,1095.4,Savings,812,False,False
CUST_1106,Marc Moore,49,10843.71,63815.73,8,1095.22,Savings,707,False,False
CUST_1107,Sharon Cherry,60,7373.16,83746.42,15,1103.51,Savings,768,True,True
CUST_1108,Sierra Johnson,47,11912.21,104102.85,9,1823.02,Checking,654,True,False
CUST_1109,Evelyn Galvan,66,14421.16,65285.48,19,1314.58,Savings,632,True,True
CUST_1110,Sharon Cochran,66,12150.97,95080.93,8,1329.01,Premium,765,False,True
CUST_1111,Richard Rodriguez,38,6834.65,74394.85,18,1509.09,Checking,731,True,False
CUST_1112,Shannon Walker,64,8991.18,69142.54,14,1271.64,Savings,714,True,False
CUST_1113,Julia Torres,57,12639.4,82859.39,19,1122.29,Checking,670,False,False
CUST_1114,Crystal Johnson,49,8525.69,64295.15,10,1141.1,Savings,688,False,True
CUST_1115,Garrett Lin,63,10924.62,73927.01,9,1178.52,Savings,696,True,False
CUST_1116,Diana May,47,11613.82,61042.44,6,1188.83,Checking,742,True,False
CUST_1117,William Herrera,66,8068.89,124294.5,10,1418.29,Checking,744,True,False
CUST_1118,Ashley Waller,41,9875.99,85705.27,5,1215.58,Checking,658,False,True
CUST_1119,Victor Baker,56,6250.0,71005.49,12,1419.79,Savings,570,True,True
CUST_1120,Jeffrey Chandler,62,7865.86,89279.6,10,1175.79,Checking,688,True,True
CUST_1121,Larry Dixon,36,9473.82,82753.44,17,1223.59,Checking,706,True,False
CUST_1122,Kenneth Scott,40,7400.45,80580.61,9,600.54,Savings,794,True,False
CUST_1123,April Frost,62,13400.86,97283.33,17,1474.9,Savings,683,False,False
CUST_1124,Michelle Harmon,62,7020.54,100150.15,17,1303.95,Savings,674,False,False
CUST_1125,Helen Jones,54,9083.24,74389.98,15,1499.4,Savings,678,True,False
CUST_1126,Erin Edwards,64,10272.38,73483.64,12,331.12,Savings,635,True,True
CUST_1127,Michelle Evans,45,13002.65,79498.97,15,1826.51,Savings,749,True,False
CUST_1128,Jason Powell,62,7008.62,40000.0,11,1158.12,Savings,701,True,True
CUST_1129,Cameron Fisher,59,12423.26,54696.18,9,1532.45,Savings,690,False,True
CUST_1130,Megan Orr,67,10021.32,112337.49,10,888.03,Checking,689,True,False
CUST_1131,Elizabeth Kelley,35,7955.19,117899.35,10,1383.83,Checking,641,False,False
CUST_1132,Dustin Jordan,61,10962.72,80019.28,4,883.98,Savings,647,True,False
CUST_1133,Mary Marshall,47,10414.71,96531.14,11,1012.87,Savings,586,True,False
CUST_1134,Daniel Kennedy,37,8749.55,91225.0,15,1774.21,Checking,755,True,False
CUST_1135,Rebecca Jackson,40,10145.42,146577.62,11,1142.8,Checking,658,True,False
CUST_1136,Jose Schultz,42,9197.26,107391.5,19,1265.23,Checking,721,True,True
CUST_1137,Robert Potter,61,10236.49,82441.65,13,1461.02,Checking,605,False,True
CUST_1138,Courtney Gonzalez,43,11379.44,65889.19,19,1348.7,Checking,654,False,False
CUST_1139,David Alvarez,67,13304.2,52871.07,13,1245.13,Premium,633,False,False
CUST_1140,Angel Perry,58,7421.22,89069.27,9,1309.49,Premium,817,True,False
CUST_1141,Cheyenne Horton,49,14443.82,69872.99,9,1921.02,Savings,744,True,False
CUST_1142,David Douglas Jr.,66,6250.0,56554.93,15,1182.71,Savings,668,False,False
CUST_1143,Patricia Rodriguez,66,9683.78,72068.54,11,1260.33,Checking,647,True,True
CUST_1144,Christopher Rubio,58,11225.66,63369.04,14,1515.2,Checking,787,True,False
CUST_1145,Amber Wright,46,10585.4,118742.83,16,1531.66,Checking,598,True,False
CUST_1146,Joyce Solis,36,8702.71,102632.8,9,1556.11,Premium,625,False,False
CUST_1147,Victoria Larson,37,9566.41,84840.55,13,1391.62,Checking,698,True,True
CUST_1148,Stephanie Salazar,51,8972.91,114598.88,9,857.1,Checking,780,False,False
CUST_1149,Kathy Rivas,36,8772.16,86547.37,14,1690.03,Savings,744,False,False
CUST_1150,Stephanie Manning,36,11770.0,67774.32,6,856.1,Checking,670,True,False
CUST_1151,David Wright,62,10743.78,115462.48,11,1290.79,Checking,762,True,True
CUST_1152,Pamela Boyd,57,8556.44,95778.2,14,973.72,Savings,649,True,False
CUST_1153,Denise Jones,66,11874.17,64255.08,6,1180.76,Savings,550,True,True
CUST_1154,Devon Flores,67,10640.21,81193.23,14,1298.63,Checking,781,True,False
CUST_1155,Brenda Hall,35,11693.46,67487.63,16,1296.41,Checking,746,True,True
CUST_1156,Michelle Brown,53,11311.73,57344.01,12,1326.58,Checking,735,True,False
CUST_1157,Joshua Perry,36,8272.93,103523.55,16,1684.11,Savings,701,False,False
CUST_1158,Jason Stein,60,8832.96,123188.33,14,1336.06,Savings,717,False,False
CUST_1159,Melissa Gates,66,11556.86,57028.65,15,1126.75,Checking,795,True,False
CUST_1160,Jamie Smith,40,11271.6,96259.38,14,1489.23,Savings,689,True,False
CUST_1161,Paul Castaneda,66,9956.46,71987.15,13,1556.84,Checking,632,True,False
CUST_1162,Jennifer Adkins,38,10244.43,75257.49,17,831.72,Checking,723,False,True
CUST_1163,Lindsey Walker,45,12661.8,73152.12,16,1379.22,Savings,772,True,False
CUST_1164,Jeffrey Johnson,51,8767.56,67720.18,10,1410.35,Checking,737,True,False
CUST_1165,Michael Powell,58,11139.79,85970.43,8,1110.73,Savings,670,True,False
CUST_1166,John Anderson,39,9578.77,68381.0,16,1612.71,Savings,712,True,False
CUST_1167,Alyssa Long,68,9546.5,90409.14,13,1154.98,Checking,691,False,False
CUST_1168,Alyssa Day,40,12289.12,83995.24,13,1237.67,Savings,802,True,False
CUST_1169,Joel Williams,56,11719.62,80221.04,15,1148.08,Savings,740,True,True
CUST_1170,Daniel Murphy,45,11694.81,66848.73,15,1204.67,Savings,803,True,False
CUST_1171,Jamie Walton,50,12719.75,73464.57,21,871.12,Checking,739,False,False
CUST_1172,Darlene Miller,67,10043.76,100107.82,14,767.98,Savings,650,False,False
CUST_1173,Joshua Cooke,43,11420.74,95018.34,10,1678.35,Checking,722,True,False
CUST_1174,Matthew Harrington,40,9353.61,65448.9,10,945.91,Checking,662,False,False
CUST_1175,Nicole Herring,50,10675.35,86986.65,15,902.58,Checking,777,False,False
CUST_1176,Alex Hernandez,63,9728.87,100027.74,15,553.98,Premium,700,True,False
CUST_1177,Michael Elliott,37,10202.07,51611.89,12,1008.31,Savings,713,True,False
CUST_1178,Michael Wang,54,11239.91,95867.2,14,803.07,Premium,612,True,False
CUST_1179,Lawrence Adkins,53,8295.37,71747.52,11,1692.6,Savings,800,True,False
CUST_1180,Robert Oconnell,60,14359.14,96411.97,8,1502.95,Savings,734,True,True
CUST_1181,Alexander Collins,37,7904.13,69734.82,14,993.55,Savings,667,False,False
CUST_1182,Tina Sanders,53,7470.44,48902.36,6,1875.73,Savings,688,True,False
CUST_1183,Angela Vaughn,54,12412.73,52449.15,14,1494.53,Savings,691,True,False
CUST_1184,Ashley Barton,66,11649.3,85961.7,20,1102.55,Savings,614,True,True
CUST_1185,Lindsay Martinez,41,11300.25,90194.45,11,450.18,Checking,635,False,False
CUST_1186,Dr. Hannah Patterson,67,11309.05,66913.67,11,1887.28,Checking,690,True,False
CUST_1187,Jonathan Peterson,52,9974.49,97771.85,17,783.13,Checking,730,True,False
CUST_1188,Samantha Garcia,35,8130.72,51769.6,9,706.38,Savings,668,True,False
CUST_1189,Madison Poole,45,10157.93,83678.4,14,1506.77,Premium,723,False,False
CUST_1190,Jessica Gross,62,8589.25,60779.68,16,1931.93,Checking,704,False,False
CUST_1191,Debra Morton,59,12031.5,71963.28,22,1615.28,Savings,597,True,True
CUST_1192,Karen Graham,57,9693.63,85947.97,15,1369.17,Savings,721,True,True
CUST_1193,Debra Christian,65,8280.21,67791.73,7,1378.43,Checking,680,False,False
CUST_1194,Angelica Keith,64,9330.45,77308.89,18,1456.02,Premium,724,True,True
CUST_1195,John Bishop,69,10860.27,105125.86,15,1427.68,Premium,719,False,True
CUST_1196,Allen Rosales,41,8825.57,73462.16,7,1284.36,Checking,728,True,True
CUST_1197,Daniel Salinas,50,8287.04,101713.84,14,1231.26,Checking,704,False,True
CUST_1198,Spencer Haynes,60,10507.68,62405.86,8,1181.22,Premium,643,False,False
CUST_1199,Adam Vaughan,36,10510.35,95596.08,9,973.81,Savings,666,True,False
CUST_1200,Nathan Freeman,35,8943.87,113831.37,10,1115.8,Premium,603,True,False
CUST_1201,Melissa Brewer,25,3390.76,11325.97,40,115.04,Savings,756,True,True
CUST_1202,Ricky Davis II,48,3391.33,12797.95,40,161.3,Checking,720,False,False
CUST_1203,Elizabeth Perkins,50,3246.77,9366.91,42,125.1,Savings,705,False,False
CUST_1204,Joseph Coleman,49,2162.68,10424.97,33,181.96,Savings,757,True,False
CUST_1205,Erin Warner,29,3983.08,13590.81,30,87.0,Checking,707,False,False
CUST_1206,David Martinez,37,5475.94,12631.0,43,149.73,Checking,686,False,True
CUST_1207,Bryan Herrera,51,4800.73,11258.65,39,133.58,Checking,722,True,True
CUST_1208,Cathy Robinson,39,4371.77,5035.72,34,208.39,Checking,797,True,False
CUST_1209,Dr. William Warren,23,4744.66,11985.97,29,139.47,Checking,772,False,False
CUST_1210,Brian Lee,34,3972.11,8119.98,31,93.2,Checking,745,False,False
CUST_1211,Christopher Smith,25,2148.48,15932.33,35,169.91,Savings,725,True,False
CUST_1212,Denise Mccann,47,5562.98,10765.12,33,195.99,Checking,667,True,False
CUST_1213,Melissa Martinez,46,5922.24,8015.07,38,166.44,Checking,687,False,False
CUST_1214,Katherine Salas,51,3673.14,11753.83,31,149.43,Checking,732,True,False
CUST_1215,Julie Alexander,32,4394.79,17082.8,29,146.42,Premium,702,True,False
CUST_1216,Anthony Everett,28,4287.08,14523.26,42,185.65,Savings,765,True,False
CUST_1217,Rodney Morales,52,5022.44,12879.67,24,135.53,Checking,722,True,False
CUST_1218,Mark Brown,31,6695.7,6695.62,37,163.58,Savings,680,True,False
CUST_1219,Justin Torres,34,6033.07,18486.4,33,217.52,Checking,698,True,False
CUST_1220,Bailey Duran DDS,52,4112.19,9513.49,21,114.93,Checking,619,True,False
CUST_1221,Courtney Mills,28,5261.41,15735.14,46,177.82,Checking,709,False,False
CUST_1222,Jeremy Dalton,41,6151.28,10698.55,33,90.55,Checking,709,True,False
CUST_1223,Elizabeth Oliver DDS,25,5093.76,15350.03,26,191.4,Checking,652,False,False
CUST_1224,Theresa Clark,28,4577.46,17227.5,22,131.06,Savings,818,True,False
CUST_1225,Matthew Moore,22,5140.83,14592.55,34,230.98,Checking,753,False,False
CUST_1226,Benjamin Smith,34,3704.24,15023.42,35,106.15,Premium,631,False,True
CUST_1227,Kirk Carter,43,3886.73,11606.24,38,202.1,Savings,710,False,True
CUST_1228,Michael Warner,42,3253.29,10264.14,39,241.06,Checking,629,True,False
CUST_1229,Michael Bradshaw,43,4967.16,12553.19,38,128.47,Savings,777,True,True
CUST_1230,Lori Guerrero,49,4419.08,10640.34,33,136.91,Savings,781,True,False
CUST_1231,Jessica Stephens,30,3554.44,21868.81,30,132.79,Checking,844,True,False
CUST_1232,Susan Serrano,47,4378.11,8030.57,34,155.71,Savings,655,True,False
CUST_1233,Christopher Parker,30,5170.83,16008.34,42,205.87,Checking,585,True,False
CUST_1234,Laura Roberts,36,6976.72,14068.79,40,151.62,Savings,604,True,False
CUST_1235,Michael Lyons,31,5848.42,12919.49,33,123.95,Savings,600,True,False
CUST_1236,Kathryn Snyder,45,2083.33,17919.54,33,79.06,Savings,781,True,False
CUST_1237,Andrew Reynolds,29,4882.47,13193.51,29,260.1,Savings,682,True,False
CUST_1238,David Davis,45,6369.99,9460.37,42,264.02,Checking,704,False,True
CUST_1239,Sara Johnston,37,2910.99,13166.92,39,208.01,Savings,709,True,True
CUST_1240,Yvonne Chambers,47,5272.78,11267.29,36,139.48,Savings,642,True,False
CUST_1241,Andrew Avila,48,4287.53,14013.14,27,217.39,Checking,680,True,False
CUST_1242,Matthew Moon,25,6021.2,15252.29,34,227.44,Checking,737,True,True
CUST_1243,Kevin Walters,45,5088.65,8563.65,34,167.29,Savings,691,False,False
CUST_1244,Brandon Bailey MD,40,3478.31,16781.34,36,182.07,Savings,631,True,False
CUST_1245,Shannon Rivera,31,4332.27,10980.4,40,241.59,Premium,662,True,False
CUST_1246,Donna Landry,46,4406.21,13774.46,35,97.98,Checking,850,True,True
CUST_1247,Krista Gibson,39,4429.36,14468.12,34,229.92,Savings,811,True,True
CUST_1248,Frank Cordova,40,5982.41,13469.55,38,164.54,Checking,711,False,False
CUST_1249,Jose Travis,31,3530.06,11563.57,41,124.37,Checking,766,False,False
CUST_1250,Kimberly Gutierrez,54,5837.15,10045.61,40,128.48,Checking,699,False,False
CUST_1251,Isaiah Avila,26,4205.52,10924.02,28,136.76,Savings,662,True,False
CUST_1252,Olivia Harris,54,4862.72,18260.69,34,119.5,Checking,752,True,True
CUST_1253,Tanya Kim,42,4673.81,8536.53,33,268.57,Savings,660,False,False
CUST_1254,Barbara Dudley,38,4556.08,9123.03,41,204.56,Savings,676,True,False
CUST_1255,Cynthia Moore,43,4566.33,8947.4,42,233.22,Savings,811,True,False
CUST_1256,Kristen Davis,36,6405.03,12543.02,34,208.12,Savings,802,True,False
CUST_1257,Susan Murray MD,49,5636.4,5901.18,35,183.06,Savings,723,True,False
CUST_1258,Kathleen Moran,28,4129.94,6585.76,34,183.74,Savings,659,False,False
CUST_1259,Denise Davenport,53,6561.82,10956.18,26,160.12,Savings,645,True,True
CUST_1260,Mrs. Kristen Reyes,32,4926.68,6848.9,41,164.21,Checking,671,True,False
CUST_1261,Katie Suarez,31,5030.36,7174.91,41,109.59,Savings,744,True,False
CUST_1262,Desiree Tyler,30,3536.68,6878.93,36,234.09,Savings,745,True,False
CUST_1263,Timothy Romero,35,3961.46,8613.55,32,89.34,Checking,745,True,False
CUST_1264,Diane Evans,34,3722.7,14924.99,33,127.07,Savings,702,False,False
CUST_1265,Yvonne Burns,46,4690.92,15822.83,25,280.6,Savings,684,False,False
CUST_1266,Joshua Reed,23,5381.81,19676.0,45,186.81,Savings,758,True,False
CUST_1267,Kimberly Gibson,28,5042.37,19529.45,31,188.89,Savings,752,True,True
CUST_1268,Colin Terry,42,6568.39,15145.25,35,211.87,Checking,728,True,False
CUST_1269,Cynthia Rowe,39,3473.64,16110.71,47,102.98,Savings,645,True,False
CUST_1270,Patrick Thornton,24,4726.92,12524.41,33,110.31,Savings,711,True,False
CUST_1271,Jasmin Alvarado,32,2979.66,14079.46,24,157.76,Checking,692,False,True
CUST_1272,Veronica Simpson,45,3430.99,19774.41,39,134.83,Savings,779,True,False
CUST_1273,Jonathan Lawrence,40,6164.06,13484.85,27,176.25,Checking,787,False,False
CUST_1274,Shelly Alexander,25,4004.38,16612.95,36,204.28,Savings,632,True,False
CUST_1275,Joyce Bowen,47,3579.13,8262.59,33,249.46,Savings,770,True,False
CUST_1276,Matthew Moore,53,2083.33,9335.05,37,220.55,Savings,630,True,False
CUST_1277,Wayne Morgan,54,3566.64,13248.28,34,130.29,Checking,751,True,False
CUST_1278,Marie Christian,24,4326.73,12599.73,35,161.25,Checking,711,False,True
CUST_1279,Shannon James,30,2886.58,9520.26,34,147.65,Checking,684,False,True
CUST_1280,Nathan Malone,29,4254.85,21629.51,35,129.17,Checking,745,False,False
CUST_1281,Amanda Jones,54,6171.62,12690.38,42,117.79,Savings,681,False,False
CUST_1282,Tammie Bright,27,3699.2,10229.1,43,263.22,Savings,708,True,True
CUST_1283,Jessica Garcia,25,3404.1,12606.48,45,180.53,Checking,716,False,False
CUST_1284,Shelia Wallace,34,3178.46,12101.71,55,168.79,Checking,850,True,False
CUST_1285,Stephanie Williams,23,3156.13,12751.21,36,204.21,Savings,826,True,False
CUST_1286,Elaine Brooks,26,5252.81,5625.13,41,206.69,Savings,761,False,True
CUST_1287,Joseph Knight,48,4644.17,17167.79,29,235.94,Premium,642,True,False
CUST_1288,Carolyn Miller,53,5779.4,17395.32,36,142.82,Savings,620,True,False
CUST_1289,Lisa Allen,42,7108.13,17881.28,48,200.14,Checking,776,False,False
CUST_1290,Briana Murray,29,2295.34,13301.73,38,134.44,Savings,766,True,False
CUST_1291,David Smith,29,5058.43,14649.92,28,170.49,Premium,693,True,False
CUST_1292,Stephanie Byrd,24,3185.06,8535.09,34,182.84,Checking,709,True,False
CUST_1293,Jeremy Reed,24,5569.46,15331.6,45,187.72,Savings,713,False,False
CUST_1294,Margaret Coleman,43,4243.44,13007.15,36,185.52,Checking,714,True,False
CUST_1295,Ryan Gonzalez,27,4617.49,10158.37,37,220.09,Checking,736,True,True
CUST_1296,John Young,23,2979.36,15458.98,39,150.15,Savings,729,True,False
CUST_1297,Laura Haney,44,4050.3,15613.8,37,189.08,Savings,768,True,False
CUST_1298,William Barrett,23,4695.41,12242.44,24,142.05,Checking,850,True,False
CUST_1299,Keith Jennings,38,6278.43,13753.53,45,326.04,Checking,706,True,True
CUST_1300,Amber Obrien,44,3590.13,7873.13,30,134.36,Checking,725,True,False
CUST_1301,Tanner Mitchell DDS,51,3894.97,16972.73,37,144.97,Savings,695,True,False
CUST_1302,Heather Fields,29,5763.7,8404.75,33,224.13,Savings,761,False,False
CUST_1303,Megan Le,43,3509.16,9178.3,43,158.53,Savings,731,False,True
CUST_1304,Sara Fuller,26,6011.31,12249.26,29,224.15,Checking,737,True,False
CUST_1305,Maria Parker,34,4571.98,16458.07,38,187.65,Savings,595,True,False
CUST_1306,Kevin Oconnor,50,4962.24,16455.79,40,159.84,Checking,756,True,False
CUST_1307,Edward Burgess,52,5042.74,11980.7,32,142.36,Savings,550,True,False
CUST_1308,Carlos Ryan,37,3813.06,15092.05,33,140.56,Checking,775,True,False
CUST_1309,Kiara Mcintyre,51,5070.69,5243.77,44,160.38,Checking,616,True,False
CUST_1310,Dawn Summers,37,3617.87,9122.72,36,171.28,Checking,749,True,False
CUST_1311,Dr. Paul Morgan,33,3955.7,9204.2,33,138.41,Checking,780,True,False
CUST_1312,Victor Taylor,38,5281.7,17008.85,34,174.54,Checking,663,True,False
CUST_1313,Shannon Ramsey,37,4950.08,14618.62,47,125.29,Savings,619,True,False
CUST_1314,Tracy Ballard,33,4489.63,12738.61,34,217.8,Savings,742,True,False
CUST_1315,Richard Smith,29,3009.92,13126.94,27,227.37,Savings,816,True,False
